epoch,step,train_loss
0,80,0.5764467120170593
1,161,0.2030884325504303
2,242,0.18109861016273499
3,323,0.17111057043075562
4,404,0.16690824925899506
5,485,0.16157113015651703
6,566,0.1608368158340454
7,647,0.15620306134223938
8,728,0.1592404842376709
9,809,0.15128692984580994
10,890,0.1537378579378128
11,971,0.15135343372821808
12,1052,0.14835000038146973
13,1133,0.14514277875423431
14,1214,0.14671242237091064
15,1295,0.14344190061092377
16,1376,0.1427087038755417
17,1457,0.14272534847259521
18,1538,0.1407913863658905
19,1619,0.14034110307693481
20,1700,0.13884077966213226
21,1781,0.1392962634563446
22,1862,0.13844017684459686
23,1943,0.13755780458450317
24,2024,0.13761790096759796
25,2105,0.13718034327030182
26,2186,0.13671237230300903
27,2267,0.1363680213689804
28,2348,0.13696594536304474
29,2429,0.13507330417633057
30,2510,0.13556994497776031
31,2591,0.13559289276599884
32,2672,0.13384698331356049
33,2753,0.13411417603492737
34,2834,0.13327613472938538
35,2915,0.13362720608711243
36,2996,0.13253238797187805
37,3077,0.13217201828956604
38,3158,0.13165685534477234
39,3239,0.13120834529399872
40,3320,0.13143832981586456
41,3401,0.13224896788597107
42,3482,0.13117116689682007
43,3563,0.13057337701320648
44,3644,0.1299952268600464
45,3725,0.13044051826000214
46,3806,0.13027790188789368
47,3887,0.12995792925357819
48,3968,0.12972238659858704
49,4049,0.12981782853603363
50,4130,0.1293046921491623
51,4211,0.12931205332279205
52,4292,0.12924867868423462
53,4373,0.12890300154685974
54,4454,0.1283881664276123
55,4535,0.12872488796710968
56,4616,0.12839460372924805
57,4697,0.1286131590604782
58,4778,0.12797358632087708
59,4859,0.1283043920993805
60,4940,0.12805278599262238
61,5021,0.1279865950345993
62,5102,0.12784281373023987
63,5183,0.127737358212471
64,5264,0.12700822949409485
65,5345,0.12708121538162231
66,5426,0.1269431859254837
67,5507,0.12662017345428467
68,5588,0.12677057087421417
69,5669,0.12668094038963318
70,5750,0.12667682766914368
71,5831,0.12667861580848694
72,5912,0.12647828459739685
73,5993,0.126528799533844
74,6074,0.12638939917087555
75,6155,0.1263614445924759
76,6236,0.12626104056835175
77,6317,0.1257217675447464
78,6398,0.12603124976158142
79,6479,0.12609699368476868
80,6560,0.1254316121339798
81,6641,0.12553343176841736
82,6722,0.12540042400360107
83,6803,0.1258312612771988
84,6884,0.12584201991558075
85,6965,0.12542316317558289
86,7046,0.12543529272079468
87,7127,0.12537027895450592
88,7208,0.12524425983428955
89,7289,0.12551447749137878
90,7370,0.12563784420490265
91,7451,0.12536019086837769
92,7532,0.12532342970371246
93,7613,0.1253405213356018
94,7694,0.12531176209449768
95,7775,0.12533701956272125
96,7856,0.1250900775194168
97,7937,0.1251428723335266
98,8018,0.12496345490217209
99,8099,0.12509290874004364
